article_id,filename,folder,title,sample_index,total_samples,sample_name,file_match,sample_type,co_precursor,dopant_element,synthesis_method,temperature_C,heating_rate_C_min,duration_bin,atmosphere,pre_treatment,post_treatment,defect_type,defect_formation_method,special_notes,precursor_family,calcination_temperature_bin,atmosphere_class,primary_route,defect_introduction_mode,dopant_class,morphology_form,drs_instrument,general_notes,extraction_status,error_message
cyanodefects/cyanodefects_013.pdf,cyanodefects_013.pdf,cyanodefects,,4,6,mDCN-M-3,,modified,KCl and LiCl,none,thermal_polymerization,550.0,,2_4h,N2,grinding with molten salt,washing and etching with HF,none,none,Molten salt used for porosity,cyanamide,520_560,N2,template_assisted,none_or_baseline,none,porous_holey,unknown,The synthesis involves thermal polymerization with templates and molten salts to create porous g-C3N4 structures.,success,
cyanodefects/cyanodefects_013.pdf,cyanodefects_013.pdf,cyanodefects,,5,6,mDCN,,modified,none,none,thermal_polymerization,550.0,,2_4h,N2,none,washing and etching with HF,none,none,Mesoporous structure without molten salt,cyanamide,520_560,N2,template_assisted,none_or_baseline,none,porous_holey,unknown,The synthesis involves thermal polymerization with templates and molten salts to create porous g-C3N4 structures.,success,
cyanodefects/cyanodefects_013.pdf,cyanodefects_013.pdf,cyanodefects,,6,6,DCN,a,reference,none,none,thermal_polymerization,550.0,,2_4h,unknown,none,none,none,none,Bulk g-C3N4,cyanamide,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The synthesis involves thermal polymerization with templates and molten salts to create porous g-C3N4 structures.,success,
cyanodefects/cyanodefects_014.pdf,cyanodefects_014.pdf,cyanodefects,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,1,5,pristine g-C3N4,g-c3n4,reference,none,none,thermal_polymerization,550.0,1.0,2_4h,unknown,none,none,none,none,none,urea,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The study focuses on the synthesis of defective g-C3N4 using NaBH4 reduction for enhanced H2 production.,success,
cyanodefects/cyanodefects_014.pdf,cyanodefects_014.pdf,cyanodefects,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,2,5,DCN-1,,defective,NaBH4,none,other,300.0,,lt2h,unknown,grinding,washing,vacancies,chemical_reduction,Defective g-C3N4 prepared by NaBH4 reduction,urea,lt520,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The study focuses on the synthesis of defective g-C3N4 using NaBH4 reduction for enhanced H2 production.,success,
cyanodefects/cyanodefects_014.pdf,cyanodefects_014.pdf,cyanodefects,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,3,5,DCN-2,,defective,NaBH4,none,other,300.0,,lt2h,unknown,grinding,washing,vacancies,chemical_reduction,Defective g-C3N4 prepared by NaBH4 reduction,urea,lt520,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The study focuses on the synthesis of defective g-C3N4 using NaBH4 reduction for enhanced H2 production.,success,
cyanodefects/cyanodefects_014.pdf,cyanodefects_014.pdf,cyanodefects,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,4,5,DCN-3,dcn-3,defective,NaBH4,none,other,300.0,,lt2h,unknown,grinding,washing,vacancies,chemical_reduction,Defective g-C3N4 prepared by NaBH4 reduction,urea,lt520,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The study focuses on the synthesis of defective g-C3N4 using NaBH4 reduction for enhanced H2 production.,success,
cyanodefects/cyanodefects_014.pdf,cyanodefects_014.pdf,cyanodefects,Defective g-C3N4 prepared by the NaBH4 reduction for high-performance H2 production,5,5,DCN-4,,defective,NaBH4,none,other,300.0,,lt2h,unknown,grinding,washing,vacancies,chemical_reduction,Defective g-C3N4 prepared by NaBH4 reduction,urea,lt520,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The study focuses on the synthesis of defective g-C3N4 using NaBH4 reduction for enhanced H2 production.,success,
elementdoped/cdoped_003.pdf,cdoped_003.pdf,elementdoped,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,1,4,CN,,reference,none,none,thermal_polymerization,750.0,5.0,2_4h,Ar,none,none,none,none,none,melamine,gt600,inert,direct_thermal,none_or_baseline,none,bulk,Hitachi U-4100,"The synthesis involves thermal polymerization of melamine with various dopants under an inert argon atmosphere, followed by grinding and further calcination.",success,
elementdoped/cdoped_003.pdf,cdoped_003.pdf,elementdoped,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,2,4,UCN,ucn,doped,urea,N,thermal_polymerization,750.0,,2_4h,Ar,freeze-drying,none,none,none,none,melamine,gt600,inert,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,Hitachi U-4100,"The synthesis involves thermal polymerization of melamine with various dopants under an inert argon atmosphere, followed by grinding and further calcination.",success,
elementdoped/cdoped_003.pdf,cdoped_003.pdf,elementdoped,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,3,4,BCN,,doped,barbiturate,N,thermal_polymerization,750.0,,2_4h,Ar,none,none,none,none,none,melamine,gt600,inert,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,Hitachi U-4100,"The synthesis involves thermal polymerization of melamine with various dopants under an inert argon atmosphere, followed by grinding and further calcination.",success,
elementdoped/cdoped_003.pdf,cdoped_003.pdf,elementdoped,Effect of nonmetal element dopants on photo- and electro-chemistry performance of ultrathin g-C3N4 nanosheets,4,4,TCN,,doped,thiourea,N,thermal_polymerization,750.0,,2_4h,Ar,none,none,none,none,none,melamine,gt600,inert,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,Hitachi U-4100,"The synthesis involves thermal polymerization of melamine with various dopants under an inert argon atmosphere, followed by grinding and further calcination.",success,
elementdoped/cdoped_004.pdf,cdoped_004.pdf,elementdoped,Facile synthesis of carbon-rich g-C3N4 by copolymerization of urea and tetracyanoethylene for photocatalytic degradation of Orange II,1,1,pristine g-C3N4,,reference,none,none,thermal_polymerization,550.0,20.0,4_8h,unknown,none,none,none,none,none,urea,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,The synthesis involves thermal polymerization of urea at 550°C for 4 hours to produce pristine g-C3N4.,success,
elementdoped/codoped_001.pdf,codoped_001.pdf,elementdoped,Study on photoelectric properties of Fe-Co codoped g-C3N4,1,4,pure g-C3N4,pure,reference,none,none,thermal_polymerization,550.0,,gt8h,unknown,none,none,none,none,none,melamine,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,unknown,"The synthesis involves thermal polymerization of melamine with metal nitrates as dopant sources, followed by calcination at 550°C.",success,
elementdoped/codoped_001.pdf,codoped_001.pdf,elementdoped,Study on photoelectric properties of Fe-Co codoped g-C3N4,2,4,Fe-doped g-C3N4,fe,doped,none,Fe,thermal_polymerization,550.0,,gt8h,unknown,none,none,none,dopant_induced,none,melamine,520_560,unknown,direct_thermal,dopant_induced,metal,bulk,unknown,"The synthesis involves thermal polymerization of melamine with metal nitrates as dopant sources, followed by calcination at 550°C.",success,
elementdoped/codoped_001.pdf,codoped_001.pdf,elementdoped,Study on photoelectric properties of Fe-Co codoped g-C3N4,3,4,Co-doped g-C3N4,co,doped,none,Co,thermal_polymerization,550.0,,gt8h,unknown,none,none,none,dopant_induced,none,melamine,520_560,unknown,direct_thermal,dopant_induced,metal,bulk,unknown,"The synthesis involves thermal polymerization of melamine with metal nitrates as dopant sources, followed by calcination at 550°C.",success,
elementdoped/codoped_001.pdf,codoped_001.pdf,elementdoped,Study on photoelectric properties of Fe-Co codoped g-C3N4,4,4,Fe-Co codoped g-C3N4,fe-co,doped,none,"Fe, Co",thermal_polymerization,550.0,,gt8h,unknown,none,none,none,dopant_induced,none,melamine,520_560,unknown,direct_thermal,dopant_induced,codoped_or_multi,bulk,unknown,"The synthesis involves thermal polymerization of melamine with metal nitrates as dopant sources, followed by calcination at 550°C.",success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,1,6,ACN,acn,defective,SiO2,none,other,550.0,,2_4h,unknown,none,etching,nitrogen vacancies,dopant_induced,SiO2 template removed with HF,cyanamide,520_560,unknown,template_assisted,dopant_induced,none,porous_holey,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,2,6,BCN,bcn,reference,none,none,thermal_polymerization,550.0,,2_4h,unknown,none,none,none,none,Bulk-like g-C3N4,cyanamide,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,3,6,5% Co/ACN,,doped,Co(NO3)2·6H2O,Co,other,500.0,,4_8h,N2,none,grinding,nitrogen vacancies,dopant_induced,Cobalt introduction for enhanced photocatalytic activity,cyanamide,lt520,N2,template_assisted,dopant_induced,metal,porous_holey,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,4,6,10% Co/ACN,,doped,Co(NO3)2·6H2O,Co,other,500.0,,4_8h,N2,none,grinding,nitrogen vacancies,dopant_induced,Cobalt introduction for enhanced photocatalytic activity,cyanamide,lt520,N2,template_assisted,dopant_induced,metal,porous_holey,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,5,6,15% Co/ACN,,doped,Co(NO3)2·6H2O,Co,other,500.0,,4_8h,N2,none,grinding,nitrogen vacancies,dopant_induced,Cobalt introduction for enhanced photocatalytic activity,cyanamide,lt520,N2,template_assisted,dopant_induced,metal,porous_holey,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/codoped_002.pdf,codoped_002.pdf,elementdoped,Fabrication of alveolate g-C3N4 with nitrogen vacancies via cobalt introduction for efficient photocatalytic hydrogen evolution,6,6,20% Co/ACN,,doped,Co(NO3)2·6H2O,Co,other,500.0,,4_8h,N2,none,grinding,nitrogen vacancies,dopant_induced,Cobalt introduction for enhanced photocatalytic activity,cyanamide,lt520,N2,template_assisted,dopant_induced,metal,porous_holey,Shimadzu UV-2550,The study focuses on the synthesis of alveolate-like g-C3N4 with nitrogen vacancies via cobalt introduction for enhanced photocatalytic hydrogen evolution.,success,
elementdoped/cudoped_001.pdf,cudoped_001.pdf,elementdoped,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,1,5,g-C3N4,g-c3n4,reference,none,none,thermal_polymerization,550.0,10.0,2_4h,unknown,none,none,none,none,none,urea,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,Shimadzu UV-2600,The study uses CO2 plasma immersion to introduce defects and dope g-C3N4 with Cu for enhanced photocatalytic activity.,success,
elementdoped/cudoped_001.pdf,cudoped_001.pdf,elementdoped,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,2,5,CueCNeCO2-3min,,doped,CuSO4·5H2O,Cu,other,,,lt2h,CO2,none,none,carboxyl defects,gas_assisted_etching,Microwave surface wave plasma technology used,urea,520_560,co2_generated,unknown_or_other,gas_assisted_etching,metal,nanosheets_ultrathin,Shimadzu UV-2600,The study uses CO2 plasma immersion to introduce defects and dope g-C3N4 with Cu for enhanced photocatalytic activity.,success,
elementdoped/cudoped_001.pdf,cudoped_001.pdf,elementdoped,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,3,5,CueCNeCO2-6min,cu-cn-co2-6min,doped,CuSO4·5H2O,Cu,other,,,lt2h,CO2,none,none,carboxyl defects,gas_assisted_etching,Microwave surface wave plasma technology used,urea,520_560,co2_generated,unknown_or_other,gas_assisted_etching,metal,nanosheets_ultrathin,Shimadzu UV-2600,The study uses CO2 plasma immersion to introduce defects and dope g-C3N4 with Cu for enhanced photocatalytic activity.,success,
elementdoped/cudoped_001.pdf,cudoped_001.pdf,elementdoped,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,4,5,CueCNeCO2-12min,cu-cn-co2-12min,doped,CuSO4·5H2O,Cu,other,,,lt2h,CO2,none,none,carboxyl defects,gas_assisted_etching,Microwave surface wave plasma technology used,urea,520_560,co2_generated,unknown_or_other,gas_assisted_etching,metal,nanosheets_ultrathin,Shimadzu UV-2600,The study uses CO2 plasma immersion to introduce defects and dope g-C3N4 with Cu for enhanced photocatalytic activity.,success,
elementdoped/cudoped_001.pdf,cudoped_001.pdf,elementdoped,Flash dual-engineering of surface carboxyl defects and single Cu atoms of g-C3N4 via unique CO2 plasma immersion approach for boosted photocatalytic activity,5,5,Ar plasma treated sample,cu-cn-ar-6min,doped,CuSO4·5H2O,Cu,other,,,lt2h,Ar,none,none,none,none,Microwave surface wave plasma technology used,urea,520_560,inert,unknown_or_other,none_or_baseline,metal,nanosheets_ultrathin,Shimadzu UV-2600,The study uses CO2 plasma immersion to introduce defects and dope g-C3N4 with Cu for enhanced photocatalytic activity.,success,
elementdoped/idoped_001.pdf,idoped_001.pdf,elementdoped,One-step synthesis of iodine-doped g-C3N4 with enhanced photocatalytic nitrogen fixation performance,1,2,CN,cn,reference,none,none,thermal_polymerization,550.0,5.0,4_8h,N2,none,none,none,none,none,cyanamide,520_560,N2,direct_thermal,none_or_baseline,none,bulk,Shimadzu UV-2500,The synthesis involves in-situ decomposition-thermal polymerization of dicyandiamide with KIO3 as a dopant source under nitrogen atmosphere.,success,
elementdoped/idoped_001.pdf,idoped_001.pdf,elementdoped,One-step synthesis of iodine-doped g-C3N4 with enhanced photocatalytic nitrogen fixation performance,2,2,CNI10,cni10,doped,KIO3,I,thermal_polymerization,550.0,5.0,4_8h,N2,none,none,none,dopant_induced,none,cyanamide,520_560,N2,direct_thermal,dopant_induced,nonmetal,bulk,Shimadzu UV-2500,The synthesis involves in-situ decomposition-thermal polymerization of dicyandiamide with KIO3 as a dopant source under nitrogen atmosphere.,success,
elementdoped/ladoped_001.pdf,ladoped_001.pdf,elementdoped,,1,2,pure porous graphitic-C3N4,pure-c3n4,reference,none,none,thermal_polymerization,550.0,5.0,2_4h,air,none,washing,none,none,none,melamine,520_560,air,direct_thermal,none_or_baseline,none,porous_holey,JASCO UV-vis-NIR-V-57,"The synthesis involves thermal polymerization of melamine with and without La doping, followed by washing to remove residues.",success,
elementdoped/ladoped_001.pdf,ladoped_001.pdf,elementdoped,,2,2,La-doped C3N4,0001la-doped-c3n4,doped,none,La,thermal_polymerization,550.0,5.0,2_4h,air,none,washing,none,dopant_induced,La(NO3)3·6H2O added to melamine,melamine,520_560,air,direct_thermal,dopant_induced,metal,porous_holey,JASCO UV-vis-NIR-V-57,"The synthesis involves thermal polymerization of melamine with and without La doping, followed by washing to remove residues.",success,
elementdoped/nddoped_001.pdf,nddoped_001.pdf,elementdoped,Nitrogen vacancy and hydrogen substitution mediated tunable optoelectronic properties of g-C3N4 2D layered structures: Applications towards blue LED to broad-band photodetection,1,3,Nd-gCN,ndgcn,defective,none,none,thermal_polymerization,550.0,7.0,4_8h,air,none,exfoliation,nitrogen vacancies,two_step_overcalcination,Initial synthesis in air ambiance leading to nitrogen vacancies.,melamine,520_560,air,direct_thermal,two_step_overcalcination,none,nanosheets_ultrathin,Avaspec-3648,The study focuses on the synthesis of g-C3N4 with nitrogen vacancies and hydrogen substitution to modify optoelectronic properties for applications in LEDs and photodetectors.,success,
elementdoped/nddoped_001.pdf,nddoped_001.pdf,elementdoped,Nitrogen vacancy and hydrogen substitution mediated tunable optoelectronic properties of g-C3N4 2D layered structures: Applications towards blue LED to broad-band photodetection,2,3,H-gCN,hgcn,defective,none,none,thermal_polymerization,530.0,2.0,4_8h,H2,none,exfoliation,hydrogen substitution,two_step_overcalcination,Hydrogen substitution at nitrogen vacancy sites.,melamine,520_560,reducing,direct_thermal,two_step_overcalcination,none,nanosheets_ultrathin,Avaspec-3648,The study focuses on the synthesis of g-C3N4 with nitrogen vacancies and hydrogen substitution to modify optoelectronic properties for applications in LEDs and photodetectors.,success,
elementdoped/nddoped_001.pdf,nddoped_001.pdf,elementdoped,Nitrogen vacancy and hydrogen substitution mediated tunable optoelectronic properties of g-C3N4 2D layered structures: Applications towards blue LED to broad-band photodetection,3,3,gCN,,reference,none,none,thermal_polymerization,550.0,7.0,4_8h,N2,none,exfoliation,none,none,Stoichiometric g-C3N4 sample.,melamine,520_560,N2,direct_thermal,none_or_baseline,none,nanosheets_ultrathin,Avaspec-3648,The study focuses on the synthesis of g-C3N4 with nitrogen vacancies and hydrogen substitution to modify optoelectronic properties for applications in LEDs and photodetectors.,success,
elementdoped/odoped_002.pdf,odoped_002.pdf,elementdoped,Oxygen doping through oxidation causes the main active substance in g-C3N4 photocatalysis to change from holes to singlet oxygen,1,4,CN,cn,reference,none,none,thermal_polymerization,550.0,2.2,4_8h,unknown,none,none,none,none,none,melamine,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,UV-2600,The study investigates the effect of oxygen doping on g-C3N4 photocatalysis by varying ultrasonic oxidation times.,success,
elementdoped/odoped_002.pdf,odoped_002.pdf,elementdoped,Oxygen doping through oxidation causes the main active substance in g-C3N4 photocatalysis to change from holes to singlet oxygen,2,4,OxCN1,oxcn1,defective,none,none,other,,,lt2h,unknown,none,washing,oxygen vacancies,ultrasonic oxidation,oxidized for 0.5 h,melamine,520_560,unknown,unknown_or_other,none_or_baseline,none,bulk,UV-2600,The study investigates the effect of oxygen doping on g-C3N4 photocatalysis by varying ultrasonic oxidation times.,success,
elementdoped/odoped_002.pdf,odoped_002.pdf,elementdoped,Oxygen doping through oxidation causes the main active substance in g-C3N4 photocatalysis to change from holes to singlet oxygen,3,4,OxCN2,oxcn2,defective,none,none,other,,,2_4h,unknown,none,washing,oxygen vacancies,ultrasonic oxidation,oxidized for 2 h,melamine,520_560,unknown,unknown_or_other,none_or_baseline,none,bulk,UV-2600,The study investigates the effect of oxygen doping on g-C3N4 photocatalysis by varying ultrasonic oxidation times.,success,
elementdoped/odoped_002.pdf,odoped_002.pdf,elementdoped,Oxygen doping through oxidation causes the main active substance in g-C3N4 photocatalysis to change from holes to singlet oxygen,4,4,OxCN3,oxcn3,defective,none,none,other,,,4_8h,unknown,none,washing,oxygen vacancies,ultrasonic oxidation,oxidized for 4 h,melamine,520_560,unknown,unknown_or_other,none_or_baseline,none,bulk,UV-2600,The study investigates the effect of oxygen doping on g-C3N4 photocatalysis by varying ultrasonic oxidation times.,success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,1,7,pristine g-C3N4,g-c3n4,reference,none,none,thermal_polymerization,550.0,5.0,2_4h,air,none,none,none,none,none,melamine,520_560,air,direct_thermal,none_or_baseline,none,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,2,7,Pt/CN-A20,pt-cn-a20,doped,H2PtCl6,Pt,other,,,lt2h,Ar,none,Ar plasma treatment,none,none,Plasma power: 20 W,melamine,520_560,inert,unknown_or_other,none_or_baseline,metal,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,3,7,Pt/CN-A50,pt-cn-a50,doped,H2PtCl6,Pt,other,,,lt2h,Ar,none,Ar plasma treatment,none,none,Plasma power: 50 W,melamine,520_560,inert,unknown_or_other,none_or_baseline,metal,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,4,7,Pt/CN-A100,pt-cn-a100,doped,H2PtCl6,Pt,other,,,lt2h,Ar,none,Ar plasma treatment,none,none,Plasma power: 100 W,melamine,520_560,inert,unknown_or_other,none_or_baseline,metal,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,5,7,Pt/CN-A200,pt-cn-a200,doped,H2PtCl6,Pt,other,,,lt2h,Ar,none,Ar plasma treatment,none,none,Plasma power: 200 W,melamine,520_560,inert,unknown_or_other,none_or_baseline,metal,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,6,7,CN-A150,,defective,none,none,other,,,lt2h,Ar,none,Ar plasma treatment,three-coordinated nitrogen states,gas_assisted_etching,Mass reduced by 4.4% due to plasma treatment,melamine,520_560,inert,unknown_or_other,gas_assisted_etching,none,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
elementdoped/ptdoped_001.pdf,ptdoped_001.pdf,elementdoped,,7,7,Pt/CN-PR,,doped,H2PtCl6,Pt,other,,,gt8h,N2,none,photodeposition,none,none,Photodeposition under visible light,melamine,520_560,N2,unknown_or_other,none_or_baseline,metal,bulk,Solid Spec 3700 UV/vis spectrometer,"The study involves the synthesis of g-C3N4 and Pt/g-C3N4 composites using thermal polymerization and plasma treatment methods, with a focus on photocatalytic hydrogen production.",success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,1,7,B-CN,c3n4,reference,none,none,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,none,Standard bulk g-C3N4 reference,cyanamide,520_560,air,direct_thermal,none_or_baseline,none,bulk,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,2,7,G-CN,g-c3n4,modified,NH4Cl,none,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,none,Prepared using NH4Cl as dynamic gas template,cyanamide,520_560,air,direct_thermal,none_or_baseline,none,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,3,7,0.2-P1-CN,02-p1-c3n4,doped,NH4Cl,P,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,dopant_induced,Doped with 0.2 wt% H3PO4,cyanamide,520_560,air,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,4,7,0.2-P2-CN,02-p2-c3n4,doped,NH4Cl,P,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,dopant_induced,Doped with 0.2 wt% H3PO2,cyanamide,520_560,air,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,5,7,0.8-P1-CN,08-p1-c3n4,doped,NH4Cl,P,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,dopant_induced,Doped with 0.8 wt% H3PO4,cyanamide,520_560,air,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,6,7,0.8-P2-CN,08-p2-c3n4,doped,NH4Cl,P,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,dopant_induced,Doped with 0.8 wt% H3PO2,cyanamide,520_560,air,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_002.pdf,ndefects_002.pdf,ndefects,Facile in situ reductive synthesis of both nitrogen deficient and protonated g-C3N4 nanosheets for the synergistic enhancement of visible-light H2 evolution,7,7,3.2-P1-CN,32-p1-c3n4,doped,NH4Cl,P,thermal_polymerization,550.0,2.3,4_8h,air,none,none,none,dopant_induced,Doped with 3.2 wt% H3PO4,cyanamide,520_560,air,direct_thermal,dopant_induced,nonmetal,nanosheets_ultrathin,unknown,The synthesis involves thermal polymerization of dicyandiamide with NH4Cl as a dynamic gas template and phosphorus doping using H3PO4 or H3PO2.,success,
ndefects/ndefects_005.pdf,ndefects_005.pdf,ndefects,"Significantly narrowed bandgap and enhanced charge separation in porous, nitrogen-vacancy red g-C3N4 for visible light photocatalytic H2 production",1,4,Bulk g-C3N4,,reference,none,none,thermal_polymerization,,,gt8h,unknown,none,none,none,none,Synthesis details referenced from another source,cyanamide,520_560,unknown,direct_thermal,none_or_baseline,none,bulk,Shimadzu UV-3150,The study focuses on creating porous g-C3N4 with nitrogen vacancies using SBA-15 as a template and HPHT treatment to enhance photocatalytic properties.,success,
